OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
776,016-0025,0411-000,Balle,Ahuntsic-Cartierville,Sportif
777,012-0023,0985-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
778,003-0355,0301-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
779,012-0032,1267-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
780,003-0332,2453-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
781,004-0305,2468-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
782,089-0059,2850-000,Volleyball de plage,Saint-Léonard,Récréatif
783,073-0086,2564-000,Soccer à 11,Montréal-Nord,Sportif
784,095-0070,1860-014,Pétanque,Montréal-Nord,Loisirs et détente
785,004-0002,2793-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
786,018-0040,0590-000,Basketball,Rosemont-La Petite-Patrie,Récréatif
787,095-0092,2005-000,Pétanque,Anjou,Loisirs et détente
788,055-0068,2005-000,Piscine extérieure,Anjou,Récréatif
789,052-0082,0170-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
790,036-0001, ,Golf,Lachine,Sportif
791,055-0057,0708-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
792,070-0020,9543-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
793,050-0044,0252-000,Pataugeoire,Ville-Marie,Récréatif
794,076-0153,2857-000,Soccer à 7,Saint-Léonard,Sportif
795,012-0005,2796-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
796,004-0429,0109-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
797,073-0076,4107-003,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
798,070-0008,2422-000,Sentier de ski de fond,Lachine,Plein air
799,005-0013,2716-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
800,013-0040,0492-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
801,004-0271,2911-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
802,004-0325,0279-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
803,003-0298,2898-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
804,049-0014,2667-000,Pastille - Basketball,Pierrefonds-Roxboro,Récréatif
805,004-0347,0916-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
806,042-0008,2808-000,Jeux d'eau,Saint-Laurent,Récréatif
807,003-0288,0161-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
808,055-0015,2397-000,Piscine extérieure,Lachine,Récréatif
809,016-0073,2651-000,Balle,Pierrefonds-Roxboro,Sportif
810,016-0124,1083-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
811,076-0118,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
812,081-0040,2660-000,Tennis,Pierrefonds-Roxboro,Sportif
813,004-0446,2855-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
814,003-0014,2834-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
815,074-0020,1807-200,Soccer / Football,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
816,053-0085,0110-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
817,073-0077,1192-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
818,055-0072,2853-000,Piscine extérieure,Saint-Léonard,Récréatif
819,070-0013,2405-000,Sentier de ski de fond,Lachine,Plein air
820,042-0121,0102-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
821,053-0047,0146-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
822,004-0048,0224-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
823,016-0013,0061-000,Balle,Le Plateau-Mont-Royal,Sportif
824,042-0029,0012-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
825,013-0042,0188-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
826,055-0013, ,Piscine extérieure,Lachine,Récréatif
827,095-0023,2394-000,Pétanque,Lachine,Loisirs et détente
828,028-0003,0024-000,Croquet,Ahuntsic-Cartierville,Récréatif
829,004-0331,1000-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
830,073-0060, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
831,003-0318,2915-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
832,076-0136,0101-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
833,004-0051,0336-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
834,053-0069,0970-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
835,053-0081,0097-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
836,049-0012, ,Pastille - Basketball,Outremont,Récréatif
837,063-0013,1140-000,Quai,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
838,042-0035,0219-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
839,003-0331,2450-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
840,073-0103,2010-000,Soccer à 11,Anjou,Sportif
841,002-0001,2807-000,Aire de glissade,Saint-Laurent,Loisirs et détente
842,097-0005,2601-000,Fontaine,Outremont,Loisirs et détente
843,031-0003,3815-000,Étang / lac,Saint-Laurent,Plein air
844,018-0003,2797-000,Basketball,Saint-Laurent,Récréatif
845,018-0019, ,Basketball,Le Plateau-Mont-Royal,Récréatif
846,002-0004,2818-000,Aire de glissade,Saint-Laurent,Loisirs et détente
847,004-0268,2929-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
848,016-0133,0111-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
849,003-0467,0110-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
850,045-0001,0413-000,Multisport,Ahuntsic-Cartierville,Sportif
851,016-0161,2858-000,Balle,Saint-Léonard,Sportif
852,053-0060,2898-000,Patinoire sans bandes,Verdun,Récréatif
853,004-0027,2818-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
854,004-0001,2790-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
855,004-0168, ,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
856,003-0347,2484-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
857,042-0076,2932-000,Jeux d'eau,Verdun,Récréatif
858,004-0133,0406-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
859,076-0116,0678-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
860,003-0019,2811-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
861,028-0006,0011-000,Croquet,Ahuntsic-Cartierville,Récréatif
862,042-0038,0590-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
863,003-0400,0904-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
864,081-0052,0146-000,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
865,053-0030,0950-001,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
866,073-0035-76-S2,0950-440,Soccer sous-terrain à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
867,074-0010-76-S1,2612-000,Soccer sous-terrain à 7,Outremont,Sportif
868,050-0081,0114-001,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
869,002-0010,9541-000,Aire de glissade,Ahuntsic-Cartierville,Loisirs et détente
870,004-0153, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
871,071-0040,9503-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
872,095-0059,0278-001,Pétanque,Le Sud-Ouest,Loisirs et détente
873,095-0100,2605-000,Pétanque,Outremont,Loisirs et détente
874,018-0008,2808-000,Basketball,Saint-Laurent,Récréatif
875,003-0490,2010-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
876,004-0212,2700-007,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
877,042-0054,0593-000,Jeux d'eau,Ville-Marie,Récréatif
878,018-0088,2925-000,Basketball,Verdun,Récréatif
879,003-0484,2003-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
880,003-0476,0128-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
881,004-0314,0797-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
882,018-0135,2851-000,Basketball,Saint-Léonard,Récréatif
883,003-0475,0115-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
884,004-0427,0056-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
885,003-0333,2458-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
886,003-0227,2675-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
887,018-0073,2689-000,Basketball,Pierrefonds-Roxboro,Récréatif
888,071-0012,0032-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
889,034-0002, ,Football,Saint-Laurent,Sportif
890,004-0017,2810-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
891,013-0001,2798-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
892,073-0089, ,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
893,005-0007,1094-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
894,009-0034,0140-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
895,003-0492,2012-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
896,018-0113,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
897,021-0061,2858-000,Bocce,Saint-Léonard,Loisirs et détente
898,003-0468,0496-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
899,004-0165,0252-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
900,004-0160,0251-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
901,003-0428,2550-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
902,073-0027,0126-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
903,016-0003,2798-000,Balle,Saint-Laurent,Sportif
904,042-0095,2457-000,Jeux d'eau,LaSalle,Récréatif
905,053-0048,0510-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
906,089-0048,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
907,018-0072,2674-000,Basketball,Pierrefonds-Roxboro,Récréatif
908,095-0082,0080-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
909,003-0251, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
910,050-0013,0236-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
911,075-0047,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
912,009-0037,2453-000,Aire de pique-nique,LaSalle,Plein air
913,003-0077,0024-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
914,009-0019,9543-000,Aire de pique-nique,Ahuntsic-Cartierville,Plein air
915,042-0139,2854-000,Jeux d'eau,Saint-Léonard,Récréatif
916,055-0021,0211-000,Piscine extérieure,Rosemont-La Petite-Patrie,Récréatif
917,076-0015,0025-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
918,042-0001,2793-000,Jeux d'eau,Saint-Laurent,Récréatif
919,018-0133,2010-000,Basketball,Anjou,Récréatif
920,054-0004,0236-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
921,073-0030,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
922,004-0218,2727-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
923,004-0022,2816-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
924,053-0082,0188-000,Patinoire sans bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
925,003-0452,0656-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
926,081-0002,2818-000,Tennis,Saint-Laurent,Sportif
927,009-0056,1176-000,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
928,052-0029,0014-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
929,052-0009,2793-000,Patinoire avec bandes,Saint-Laurent,Récréatif
930,003-0074,0004-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
931,095-0013,0426-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
932,042-0140,2857-000,Jeux d'eau,Saint-Léonard,Récréatif
933,013-0043,0105-000,Aire d'exercice canin,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
934,012-0048,0043-000,Aire d'entraînement pour adultes,Ville-Marie,Loisirs et détente
935,042-0102,1073-000,Jeux d'eau,Le Sud-Ouest,Récréatif
936,042-0146,0210-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
937,073-0022,2430-006,Soccer à 11,Lachine,Sportif
938,073-0050,2348-000,Soccer à 11,L'Île-Bizard-Sainte-Geneviève,Sportif
939,003-0363,1088-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
940,004-0109,1064-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
941,073-0001-76-S1,2826-000,Soccer sous-terrain à 7,Saint-Laurent,Sportif
942,018-0050,0952-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
943,051-0003,2450-000,Patinoire réfrigérée / Basketball,LaSalle,Récréatif
944,052-0077,0146-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
945,076-0122,1860-014,Soccer à 7,Montréal-Nord,Sportif
946,050-0057,2904-000,Pataugeoire,Verdun,Récréatif
947,005-0033,2868-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
948,081-0042,2675-000,Tennis,Pierrefonds-Roxboro,Sportif
949,004-0450,2859-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
950,076-0101,0964-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
951,004-0034,0338-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
952,016-0095,0162-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
953,063-0002, ,Quai,Lachine,Plein air
954,075-0006,0010-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
955,010-0025,2564-000,Aire de planche à roulette,Montréal-Nord,Récréatif
956,003-0302,2931-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
957,073-0056, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
958,042-0058,2348-000,Jeux d'eau,L'Île-Bizard-Sainte-Geneviève,Récréatif
959,054-0005,0649-000,Ping-pong,Le Plateau-Mont-Royal,Loisirs et détente
960,018-0078,1148-000,Basketball,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
961,070-0015,0085-000,Sentier de ski de fond,Rosemont-La Petite-Patrie,Plein air
962,004-0253,2894-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
963,004-0102,1186-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
964,004-0375,0695-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
965,021-0031,2466-000,Bocce,LaSalle,Loisirs et détente
966,073-0066,2476-000,Soccer à 11,LaSalle,Sportif
967,052-0045,0209-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
968,050-0011,0061-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
969,071-0062, ,Sentier pédestre,Anjou,Plein air
970,073-0033,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
971,012-0034,0188-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
972,075-0058,0875-000,Soccer à 4-5,Le Sud-Ouest,Sportif
973,054-0019,0596-018,Ping-pong,Ville-Marie,Loisirs et détente
974,003-0393,0718-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
975,076-0040,0937-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
976,010-0010,0941-000,Aire de planche à roulette,Villeray-Saint-Michel-Parc-Extension,Récréatif
977,004-0155, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
978,034-0003,2818-000,Football,Saint-Laurent,Sportif
979,042-0007,2807-000,Jeux d'eau,Saint-Laurent,Récréatif
980,018-0122,2562-000,Basketball,Montréal-Nord,Récréatif
981,004-0151,1147-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
982,076-0127, ,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
983,004-0380,2551-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
984,003-0113,0202-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
985,081-0093,2012-000,Tennis,Anjou,Sportif
986,004-0077,1103-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
987,081-0096,2853-000,Tennis,Saint-Léonard,Sportif
988,011-0003,0094-000,Aire de tir à l'arc,Mercier-Hochelaga-Maisonneuve,Sportif
989,004-0272,2912-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
990,003-0359,0797-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
991,018-0025,0011-000,Basketball,Ahuntsic-Cartierville,Récréatif
992,052-0076,0146-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
993,081-0010,0224-000,Tennis,Le Plateau-Mont-Royal,Sportif
994,018-0097,2464-000,Basketball,LaSalle,Récréatif
995,004-0295,2460-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
996,076-0030,0127-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
997,082-0001,0061-000,Théâtre extérieur,Le Plateau-Mont-Royal,Loisirs et détente
998,095-0006,0594-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
999,018-0125,1267-000,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
1000,003-0411,0971-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1001,095-0058,0260-002,Pétanque,Le Sud-Ouest,Loisirs et détente
1002,081-0037,2653-000,Tennis,Pierrefonds-Roxboro,Sportif
1003,019-0001,0391-000,Bassin olympique,Ville-Marie,Sportif
1004,012-0049,0356-000,Aire d'entraînement pour adultes,Le Sud-Ouest,Loisirs et détente
1005,018-0120,2556-000,Basketball,Montréal-Nord,Récréatif
1006,004-0135,0198-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1007,003-0144,0302-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1008,050-0070,2556-000,Pataugeoire,Montréal-Nord,Récréatif
1009,016-0128,2551-000,Balle,Montréal-Nord,Sportif
1010,004-0103,0291-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1011,005-0004,0295-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1012,042-0069,0170-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1013,075-0018,2430-006,Soccer à 4-5,Lachine,Sportif
1014,052-0103,0704-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1015,004-0007,2798-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
1016,071-0037,2681-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
1017,042-0047,1269-000,Jeux d'eau,Ville-Marie,Récréatif
1018,055-0006,2813-000,Piscine extérieure,Saint-Laurent,Récréatif
1019,056-0013,9502-000,Piste cyclable,L'Île-Bizard-Sainte-Geneviève,Plein air
1020,073-0065,2442-000,Soccer à 11,LaSalle,Sportif
1021,016-0061,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1022,052-0125,2010-000,Patinoire avec bandes,Anjou,Récréatif
1023,004-0098,2423-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1024,073-0008, ,Soccer à 11,Saint-Laurent,Sportif
1025,081-0067,2464-000,Tennis,LaSalle,Sportif
1026,003-0314,2914-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1027,076-0033,0196-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
1028,055-0008,2799-000,Piscine extérieure,Saint-Laurent,Récréatif
1029,021-0051,2010-000,Bocce,Anjou,Loisirs et détente
1030,055-0050,2466-000,Piscine extérieure,LaSalle,Récréatif
1031,032-0021,2398-000,Fer / Galet,Lachine,Loisirs et détente
1032,009-0045,2567-000,Aire de pique-nique,Montréal-Nord,Plein air
1033,053-0012,0023-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1034,062-0003,0219-000,Plancher de danse,Rosemont-La Petite-Patrie,Loisirs et détente
1035,004-0337,0926-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1036,018-0100,0342-000,Basketball,Le Sud-Ouest,Récréatif
1037,004-0442,2869-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
1038,075-0093,1648-286,Soccer à 4-5,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1039,004-0461,0238-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1040,004-0426,0115-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1041,052-0040,0202-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1042,089-0047,1840-000,Volleyball de plage,Le Sud-Ouest,Récréatif
1043,004-0124,0243-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1044,056-0008,0391-000,Piste cyclable,Ville-Marie,Plein air
1045,042-0034,1173-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
1046,010-0015,2348-000,Aire de planche à roulette,L'Île-Bizard-Sainte-Geneviève,Récréatif
1047,004-0073,0010-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1048,004-0302,2466-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1049,003-0220,2667-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1050,095-0011,0018-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
1051,095-0004,2816-000,Pétanque,Saint-Laurent,Loisirs et détente
1052,003-0259,2369-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1053,012-0033,0482-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1054,012-0019,0509-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1055,004-0405,0099-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1056,072-0020,2662-000,Anneau / Rond de glace,Pierrefonds-Roxboro,Loisirs et détente
1057,073-0038,0270-000,Soccer à 11,Ville-Marie,Sportif
1058,053-0009,0007-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
1059,031-0014,0341-000,Étang / lac,Le Sud-Ouest,Plein air
1060,073-0031,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
1061,009-0002,2798-000,Aire de pique-nique,Saint-Laurent,Plein air
1062,001-0014,0986-000,Abri soleil,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1063,016-0018,0424-000,Balle,Ahuntsic-Cartierville,Sportif
1064,075-0013,2391-000,Soccer à 4-5,Lachine,Sportif
1065,016-0137,0097-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1066,058-0012,2442-000,Piste d'athlétisme (400m) et équipements,LaSalle,Sportif
1067,081-0063,2451-000,Tennis,LaSalle,Sportif
1068,055-0042,2907-000,Piscine extérieure,Verdun,Récréatif
1069,004-0419,0110-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1070,021-0041,0973-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1071,003-0352,0348-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1072,003-0196,0384-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1073,004-0154, ,Aire de jeu  5 à 12 ans,Outremont,Aire de jeu - enfant
1074,013-0011,0012-000,Aire d'exercice canin,Ahuntsic-Cartierville,Loisirs et détente
1075,005-0039,2874-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
1076,021-0038,0983-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1077,095-0079,0105-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1078,075-0044,2348-000,Soccer à 4-5,L'Île-Bizard-Sainte-Geneviève,Sportif
1079,003-0306,2903-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1080,010-0005,2397-000,Aire de planche à roulette,Lachine,Récréatif
1081,004-0138,0401-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1082,003-0346,2467-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1083,089-0013,0061-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
1084,076-0089,2465-000,Soccer à 7,LaSalle,Sportif
1085,002-0030,0494-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1086,053-0075,0974-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
